epoch,loss_total,loss_rec,loss_weak_q,loss_sparse,loss_binary,loss_coverage,valid_acc,valid_auc,valid_rmse,q_logits_grad_abs_mean,q_soft_min,q_soft_max,q_soft_mean,q_soft_delta_from_init,q_hat_acc_vs_true,q_hat_precision_vs_true,q_hat_recall_vs_true,q_hat_f1_vs_true,q_hat_auc_vs_true,q_hat_hamming_vs_true,deleted_edge_recovery,added_edge_suppression,q_change_from_noise,q_change_0_to_1,q_change_1_to_0
1,0.9869583187432125,0.7689983731713789,0.0014313948372369882,0.4625391014691057,0.24300446798061504,0.0,0.5564267046804466,0.6272859560884196,0.49616082349996443,0.0001453442804129987,0.373304545879364,0.6298021078109741,0.44543716311454773,0.06659203767776489,0.9954545454545455,1.0,0.9850746268656716,0.9924812030075187,1.0,0.004545454545454545,,,1,0,1
2,0.9144414334461607,0.7086097813885788,0.011324736642940291,0.43211761116981506,0.2260354284582467,0.0,0.5564267046804466,0.6560226565312313,0.49351488429069684,0.00019261965017308127,0.28093287348747253,0.7262061834335327,0.41833558678627014,0.1381148397922516,0.9954545454545455,1.0,0.9850746268656716,0.9924812030075187,1.0,0.004545454545454545,,,1,0,1
3,0.8631134567589596,0.6729304852156803,0.030011156638120783,0.4056339767472497,0.20112239492350611,0.0,0.6184366832976954,0.7922717342929033,0.47212726115273607,0.00024712764947064993,0.20124737918376923,0.8064075708389282,0.3943333625793457,0.19498172402381897,0.9727272727272728,1.0,0.9104477611940298,0.953125,0.9990244854160569,0.02727272727272727,,,6,0,6
4,0.7373921254585529,0.5613380983985704,0.050934471575350596,0.3896827754275552,0.17661192627816363,0.0,0.7476835352815395,0.8327393291365106,0.4093218174190847,0.00033516789071968403,0.14025729894638062,0.8686380386352539,0.3849344849586487,0.23699548840522766,0.9272727272727272,0.9473684210526315,0.8059701492537313,0.8709677419354839,0.9765876499853673,0.07272727272727272,,,16,3,13
5,0.6298597927751213,0.467091021866634,0.07153403219477884,0.3758884498785282,0.15314266445307895,0.0,0.7442385364694701,0.8329156579029822,0.4089248361326451,0.0003436037453678276,0.11297029256820679,0.9057363867759705,0.3654606342315674,0.27677565813064575,0.9272727272727272,0.9322033898305084,0.8208955223880597,0.873015873015873,0.9759047897766071,0.07272727272727272,,,16,4,12
6,0.5934650877426411,0.44374810313356333,0.0907759992726918,0.3552679347580877,0.1309009819965938,0.0,0.7400807792824899,0.831663660768153,0.4116442822116305,0.00036250688396554824,0.08835223317146301,0.9279767274856567,0.345525324344635,0.3078257441520691,0.9272727272727272,0.9322033898305084,0.8208955223880597,0.873015873015873,0.9790264364452249,0.07272727272727272,,,16,4,12
7,0.5698336691691958,0.4308459260340395,0.10684409930274405,0.33717872716229536,0.11259446652798817,0.0,0.7382988833452127,0.830313407801553,0.41390256543583803,0.00034998663990148184,0.06488698720932007,0.9442554712295532,0.3292657434940338,0.33126622438430786,0.9227272727272727,0.9310344827586207,0.8059701492537313,0.864,0.9798068481123794,0.07727272727272727,,,17,4,13
8,0.5505266991154901,0.42011873321286564,0.11989916077461736,0.32255330373500957,0.09788819004235597,0.0,0.737823711095272,0.8301961411673011,0.41459451347692855,0.0003349284013203377,0.04946206510066986,0.9555792808532715,0.3158811032772064,0.348639577627182,0.9227272727272727,0.9310344827586207,0.8059701492537313,0.864,0.9794166422788021,0.07727272727272727,,,17,4,13
9,0.529773995794099,0.4063678368412215,0.13073881381544575,0.31027365655734623,0.08583854228771966,0.0,0.7339035400332621,0.8287279640499723,0.4168606030474016,0.0003257290307625101,0.038878027349710464,0.9638769030570984,0.30465394258499146,0.3623192608356476,0.9181818181818182,0.9298245614035088,0.7910447761194029,0.8548387096774194,0.9786362306116476,0.08181818181818182,,,18,4,14
10,0.5132190708456368,0.3956672944899263,0.13986960567277054,0.30002768851559736,0.07573688672534351,0.0,0.7368733665953908,0.8263205961147294,0.41797746415778053,0.00031582085096582387,0.03131771832704544,0.9698308110237122,0.2954227328300476,0.37309548258781433,0.9272727272727272,0.9636363636363636,0.7910447761194029,0.8688524590163934,0.9774656131109161,0.07272727272727272,,,16,2,14
11,0.4975856239425725,0.3848978167977826,0.1474690172692825,0.2916249838368646,0.06733231670383749,0.0,0.7359230220955096,0.8251786901082535,0.4199828483984956,0.00029905306944093697,0.025725852698087692,0.9747032523155212,0.28794774413108826,0.38263556361198425,0.9318181818181818,0.9814814814814815,0.7910447761194029,0.8760330578512396,0.976490098526973,0.06818181818181818,,,15,1,14
