epoch,loss_total,loss_rec,loss_weak_q,loss_sparse,loss_binary,loss_coverage,valid_acc,valid_auc,valid_rmse,q_hat_acc_vs_true,q_hat_precision_vs_true,q_hat_recall_vs_true,q_hat_f1_vs_true,q_hat_auc_vs_true,q_hat_hamming_vs_true,deleted_edge_recovery,added_edge_suppression,q_change_from_noise,q_change_0_to_1,q_change_1_to_0
1,0.7549581861857212,0.7546706759568417,0.0,0.49976840208877216,0.23754573568250192,0.0,0.5633333333333334,0.5831919642857143,0.49811490888828647,0.5041666666666667,0.23529411764705882,0.5,0.32,0.48340450310559013,0.49583333333333335,0.6,0.5,120,91,29
2,0.7190387077403791,0.7187510060541558,0.0,0.5022074002208132,0.23748291238690866,0.0,0.57,0.5899330357142857,0.49786170091622284,0.5083333333333333,0.24166666666666667,0.5178571428571429,0.32954545454545453,0.48408385093167705,0.49166666666666664,0.8,0.5,121,92,29
3,0.6959719513401841,0.6956841259291677,0.0,0.5054078969088468,0.23728376514080798,0.0,0.575,0.5997098214285714,0.4953292823913824,0.5,0.24193548387096775,0.5357142857142857,0.3333333333333333,0.48427795031055904,0.5,0.8,0.5,123,95,28
4,0.6825022489735575,0.6822143431865808,0.0,0.5087903042634329,0.23702791942791504,0.0,0.575,0.61234375,0.4910797991296876,0.49166666666666664,0.2421875,0.5535714285714286,0.33695652173913043,0.484569099378882,0.5083333333333333,0.8,0.5,125,98,27
5,0.6661353589910449,0.6658475110025117,0.0,0.5124028126398722,0.2366061002919168,0.0,0.5883333333333334,0.6258147321428571,0.4870632195147648,0.45416666666666666,0.2222222222222222,0.5357142857142857,0.31413612565445026,0.484666149068323,0.5458333333333333,0.8,0.5,134,106,28
6,0.6511761979623274,0.6508885423342387,0.0,0.5154400368531545,0.23611318003950696,0.0,0.6066666666666667,0.642779017857143,0.4836687136708863,0.44583333333333336,0.21897810218978103,0.5357142857142857,0.31088082901554404,0.48437499999999994,0.5541666666666667,0.8,0.5,136,108,28
7,0.638126627965407,0.6378392911318577,0.0,0.5170530613624689,0.23562104390426117,0.0,0.615,0.6537611607142858,0.48212219366718606,0.44583333333333336,0.21897810218978103,0.5357142857142857,0.31088082901554404,0.48097826086956524,0.5541666666666667,0.8,0.5,136,108,28
8,0.63281634720889,0.6325294131582434,0.0,0.5175161740996621,0.2351956974827882,0.0,0.615,0.6570758928571429,0.4817323568931714,0.45,0.22058823529411764,0.5357142857142857,0.3125,0.48000776397515527,0.55,0.8,0.5,135,107,28
9,0.6285221775372823,0.6282356065331083,0.0,0.5176361889550181,0.23482081655300024,0.0,0.615,0.6627790178571429,0.47988275206032766,0.44583333333333336,0.21897810218978103,0.5357142857142857,0.31088082901554404,0.4817546583850931,0.5541666666666667,0.8,0.5,136,108,28
10,0.6205561468095491,0.6202699126619281,0.0,0.517341440374201,0.2344973130208073,0.0,0.6133333333333333,0.6630803571428572,0.4810398686105133,0.44166666666666665,0.21323529411764705,0.5178571428571429,0.3020833333333333,0.48204580745341613,0.5583333333333333,0.8,0.5,137,108,29
11,0.6257112513888966,0.6254253405513186,0.0,0.5174438709562476,0.23417414657094263,0.0,0.6166666666666667,0.6647544642857142,0.47951848640738504,0.44166666666666665,0.208955223880597,0.5,0.29473684210526313,0.4815605590062112,0.5583333333333333,0.8,0.5,137,107,30
12,0.620446708166238,0.6201610718712662,0.0,0.5172017081217333,0.23390015350146728,0.0,0.615,0.6680803571428573,0.47960774536345835,0.44166666666666665,0.208955223880597,0.5,0.29473684210526313,0.47942546583850937,0.5583333333333333,0.8,0.5,137,107,30
13,0.6195893278627684,0.6193039950096246,0.0,0.5170935401410768,0.23362078562830435,0.0,0.6116666666666667,0.6682700892857143,0.4783529548906144,0.4375,0.2074074074074074,0.5,0.2931937172774869,0.4778726708074534,0.5625,0.8,0.5,138,108,30
14,0.6251036606051705,0.6248186375155593,0.0,0.5167866719491554,0.2333441898226738,0.0,0.6116666666666667,0.6688281249999999,0.47920220165975236,0.44166666666666665,0.208955223880597,0.5,0.29473684210526313,0.47729037267080743,0.5583333333333333,0.8,0.5,137,107,30
15,0.6164265284032533,0.6161418087554701,0.0,0.5167387082721248,0.23304150772817206,0.0,0.6216666666666667,0.6695982142857143,0.478152286025285,0.4375,0.2074074074074074,0.5,0.2931937172774869,0.4761257763975155,0.5625,0.8,0.5,138,108,30
16,0.6158531565557827,0.6155687308672703,0.0,0.516655425230662,0.2327501859628793,0.0,0.62,0.6706138392857143,0.47811616075187946,0.44166666666666665,0.208955223880597,0.5,0.29473684210526313,0.47544642857142855,0.5583333333333333,0.8,0.5,137,107,30
17,0.6170190672079722,0.6167349743120598,0.0,0.5163578219486006,0.23246070110436642,0.0,0.615,0.6692633928571429,0.4786646320428799,0.44583333333333336,0.21481481481481482,0.5178571428571429,0.3036649214659686,0.4769992236024844,0.5541666666666667,0.8,0.5,136,107,29
18,0.6177248151013346,0.617441017519344,0.0,0.5160560580817136,0.23217952680407147,0.0,0.6066666666666667,0.6701785714285713,0.4784543472238677,0.45,0.21641791044776118,0.5178571428571429,0.30526315789473685,0.47583462732919257,0.55,0.8,0.5,135,106,29
19,0.6144409626722336,0.6141574992374941,0.0,0.5157538318272793,0.23190478190328134,0.0,0.6133333333333333,0.6688727678571428,0.4792856020206347,0.45416666666666666,0.21804511278195488,0.5178571428571429,0.30687830687830686,0.4769021739130435,0.5458333333333333,0.8,0.5,134,105,29
20,0.6110635553345536,0.6107804115974542,0.0,0.5157184086062692,0.23158524162841565,0.0,0.62,0.6691406249999999,0.4786870986382784,0.45,0.21641791044776118,0.5178571428571429,0.30526315789473685,0.47796972049689446,0.55,0.8,0.5,135,106,29
